,name,price,square,num_of_room,poverh
1780,,330 000 $,101 м²,3,19
1781,,199 999 $,98 м²,3,18
1782,,109 000 $,43 м²,1,19
1783,,72 000 $,45 м²,2,1
1784,,133 000 $,72 м²,2,8
1785,,68 000 $,43 м²,2,1
1786,,190 000 $,47 м²,1,12
1787,,168 000 $,75 м²,2,5
1788,,250 000 $,135 м²,3,2
1789,,120 000 $,59 м²,1,16
1790,,157 500 $,45 м²,1,15
1791,,290 000 $,100 м²,1,4
1792,,120 000 $,70 м²,2,19
1793,,89 000 $,43 м²,2,19
1794,,145 000 $,73 м²,2,6
1795,,200 000 $,73 м²,3,3
1796,,150 000 $,60 м²,1,14
1797,,155 000 $,73 м²,2,13
1798,,440 000 $,119 м²,4,9
1799,,804 999 $,425 м²,5,16
1800,,115 000 $,87 м²,3,2
1801,,205 000 $,84 м²,3,5
1802,,269 000 $,110 м²,2,12
1803,,120 000 $,94 м²,4,10
1804,,230 000 $,86 м²,3,16
1805,,320 000 $,123 м²,4,4
1806,,428 646 $,163 м²,4,6
1807,,80 000 $,35 м²,1,8
1808,,79 000 $,53 м²,2,5
1809,,200 000 $,120 м²,4,2
1810,,95 000 $,54 м²,1,3
1811,,76 000 $,50 м²,1,4
1812,,165 000 $,52 м²,1,6
1813,,140 000 $,68 м²,2,7
1814,,1 000 000 $,266 м²,5,8
1815,,95 000 $,40 м²,1,12
1816,,98 500 $,50 м²,1,8
1817,,100 000 $,57 м²,1,5
1818,,128 000 $,76 м²,2,5
1819,,90 000 $,45 м²,1,7
1820,,118 000 $,59 м²,1,12
1821,,230 000 $,90 м²,3,6
1822,,100 000 $,45 м²,2,2
1823,,140 000 $,53 м²,2,15
1824,,57 000 $,47 м²,1,3
1825,,148 500 $,110 м²,3,15
1826,,65 000 $,31 м²,1,18
1827,,180 000 $,96 м²,3,11
1828,,226 000 $,103 м²,3,2
1829,,260 000 $,104 м²,3,3
1830,,85 000 $,53 м²,1,28
1831,,175 000 $,70 м²,2,14
1832,,85 000 $,30 м²,1,7
1833,,115 000 $,33 м²,1,3
1834,,215 000 $,90 м²,2,5
1835,,215 000 $,105 м²,3,16
1836,,90 000 $,38 м²,1,28
1837,,160 000 $,56 м²,1,5
1838,,87 000 $,46 м²,1,8
1839,,143 000 $,90 м²,3,15
1840,,169 500 $,75 м²,2,20
1841,,160 000 $,68 м²,1,6
1842,,95 000 $,52 м²,1,29
1843,,125 000 $,84 м²,2,18
1844,,38 500 $,37 м²,1,7
1845,,96 800 $,53 м²,2,8
1846,,25 000 $,34 м²,1,16
1847,,73 000 $,67 м²,2,11
1848,,56 000 $,67 м²,1,8
1849,,300 000 $,125 м²,4,8
1850,,97 000 $,44 м²,1,4
1851,,600 000 $,410 м²,5,17
1852,,60 000 $,30 м²,1,15
1853,,135 000 $,53 м²,1,17
1854,,185 000 $,96 м²,3,11
1855,,91 000 $,45 м²,1,8
1856,,100 000 $,51 м²,1,10
1857,,370 000 $,142 м²,3,3
1858,,190 000 $,120 м²,2,14
1859,,115 500 $,63 м²,2,3
1860,,105 000 $,67 м²,3,16
1861,,138 000 $,78 м²,2,11
1862,,86 000 $,59 м²,3,8
1863,,340 000 $,160 м²,4,16
1864,,500 000 $,75 м²,3,6
1865,,179 000 $,47 м²,2,3
1866,,110 000 $,61 м²,2,22
1867,,132 000 $,54 м²,1,22
1868,,1 280 000 $,206 м²,3,17
1869,,85 000 $,61 м²,3,8
1870,,1 000 000 $,195 м²,4,3
1871,,91 000 $,88 м²,3,6
1872,,470 000 $,240 м²,5,3
1873,,210 000 $,136 м²,3,2
1874,,184 000 $,46 м²,2,4
1875,,121 245 $,60 м²,1,5
1876,,125 000 $,75 м²,3,4
1877,,260 000 $,80 м²,3,2
1878,,400 000 $,173 м²,4,2
1879,,190 000 $,76 м²,2,14
1880,,1 190 000 $,220 м²,3,6
1881,,299 000 $,150 м²,3,21
1882,,115 000 $,76 м²,3,5
1883,,315 000 $,74 м²,2,7
1884,,62 000 $,45 м²,2,3
1885,,190 000 $,121 м²,3,14
1886,,162 500 $,72 м²,2,6
1887,,205 000 $,78 м²,2,3
1888,,220 000 $,76 м²,2,10
1889,,125 000 $,55 м²,2,5
1890,,160 000 $,107 м²,2,2
1891,,360 000 $,136 м²,3,9
1892,,400 000 $,240 м²,6,3
1893,,385 000 $,101 м²,3,3
1894,,370 000 $,170 м²,4,2
1895,,1 080 000 $,216 м²,4,3
1896,,380 000 $,190 м²,5,6
1897,,249 000 $,77 м²,2,8
1898,,125 000 $,54 м²,2,3
1899,,160 000 $,40 м²,1,2
1900,,350 000 $,222 м²,4,13
1901,,570 000 $,250 м²,4,6
1902,,950 000 $,350 м²,4,4
1903,,206 000 $,147 м²,3,14
1904,,229 000 $,64 м²,2,8
1905,,147 000 $,74 м²,3,13
1906,,175 000 $,78 м²,2,6
1907,,1 297 400 $,223 м²,3,3
1908,,180 000 $,128 м²,3,7
1909,,176 000 $,47 м²,2,3
1910,,110 000 $,64 м²,3,9
1911,,110 000 $,92 м²,2,13
1912,,168 000 $,75 м²,2,5
1913,,183 000 $,118 м²,3,9
1914,,292 000 $,70 м²,2,8
1915,,130 000 $,51 м²,1,13
1916,,270 000 $,110 м²,4,7
1917,,177 000 $,49 м²,1,3
1918,,120 000 $,88 м²,3,2
1919,,135 000 $,70 м²,2,14
1920,,72 000 $,47 м²,2,4
1921,,200 000 $,45 м²,2,2
1922,,156 000 $,84 м²,2,4
1923,,249 000 $,132 м²,5,3
1924,,248 000 $,62 м²,2,4
1925,,95 000 $,35 м²,1,15
1926,,90 000 $,60 м²,1,3
1927,,140 000 $,110 м²,3,21
1928,,95 000 $,81 м²,2,14
1929,,93 000 $,46 м²,2,2
1930,,299 000 $,82 м²,1,16
1931,,155 000 $,67 м²,2,18
1932,,200 000 $,81 м²,1,5
1933,,127 000 $,57 м²,1,10
1934,,39 500 $,27 м²,1,8
1935,,138 000 $,85 м²,2,22
1936,,125 000 $,46 м²,1,3
1937,,370 000 $,120 м²,1,3
1938,,103 000 $,57 м²,1,10
1939,,72 000 $,36 м²,1,8
1940,,140 000 $,69 м²,2,14
1941,,105 000 $,53 м²,1,2
1942,,95 000 $,57 м²,1,18
1943,,88 000 $,46 м²,2,5
1944,,205 000 $,142 м²,1,12
1945,,145 000 $,55 м²,2,2
1946,,498 000 $,157 м²,3,10
1947,,211 200 $,96 м²,3,6
1948,,175 000 $,72 м²,1,5
1949,,143 000 $,51 м²,1,2
1950,,230 000 $,99 м²,3,5
1951,,250 000 $,91 м²,3,15
1952,,95 000 $,47 м²,1,13
1953,,125 000 $,70 м²,1,2
1954,,95 000 $,46 м²,2,2
1955,,137 000 $,109 м²,4,2
1956,,140 000 $,80 м²,2,8
1957,,128 800 $,100 м²,1,4
1958,,90 000 $,45 м²,1,3
1959,,250 000 $,120 м²,3,10
1960,,123 000 $,80 м²,3,21
1961,,195 000 $,96 м²,3,11
1962,,200 000 $,85 м²,2,3
1963,,295 000 $,132 м²,5,3
1964,,105 000 $,45 м²,2,11
1965,,94 000 $,46 м²,1,1
1966,,200 000 $,74 м²,2,9
1967,,80 000 $,52 м²,1,10
1968,,148 000 $,105 м²,3,16
1969,,180 000 $,120 м²,6,3
1970,,119 000 $,79 м²,2,16
1971,,85 000 $,52 м²,1,12
1972,,90 000 $,56 м²,2,10
1973,,380 000 $,131 м²,4,7
1974,,273 000 $,94 м²,4,3
1975,,70 000 $,30 м²,1,2
1976,,62 000 $,31 м²,1,3
1977,,470 000 $,170 м²,3,14
1978,,122 000 $,61 м²,2,6
1979,,120 000 $,58 м²,1,16
1980,,149 000 $,42 м²,1,3
1981,,79 000 $,53 м²,2,5
1982,,135 000 $,54 м²,2,3
1983,,190 000 $,57 м²,1,15
1984,,150 000 $,83 м²,3,7
1985,,73 000 $,38 м²,1,9
1986,,165 000 $,46 м²,1,4
1987,,174 000 $,52 м²,1,10
1988,,107 000 $,48 м²,2,8
1989,,199 000 $,95 м²,3,14
1990,,115 000 $,84 м²,2,14
1991,,87 000 $,96 м²,3,15
1992,,155 000 $,110 м²,3,17
1993,,100 000 $,57 м²,1,9
1994,,185 000 $,85 м²,2,6
1995,,180 000 $,50 м²,1,3
1996,,150 000 $,59 м²,1,6
1997,,109 990 $,61 м²,1,3
1998,,90 000 $,45 м²,1,4
1999,,95 000 $,45 м²,2,2
2000,,150 000 $,50 м²,1,10
2001,,135 000 $,81 м²,1,7
2002,,80 000 $,50 м²,1,11
2003,,412 000 $,165 м²,3,9
2004,,144 900 $,98 м²,3,4
2005,,86 000 $,45 м²,1,18
2006,,158 000 $,90 м²,3,12
2007,,190 000 $,97 м²,2,7
2008,,450 000 $,190 м²,5,6
2009,,220 000 $,50 м²,1,2
2010,,49 900 $,34 м²,1,1
2011,,117 000 $,58 м²,2,2
2012,,38 500 $,27 м²,1,5
2013,,72 000 $,73 м²,3,1
2014,,62 000 $,47 м²,2,9
2015,,206 000 $,147 м²,3,14
2016,,85 000 $,42 м²,1,7
2017,,96 000 $,46 м²,1,1
2018,,235 000 $,106 м²,3,2
2019,,210 000 $,102 м²,3,2
2020,,91 500 $,51 м²,1,16
2021,,78 000 $,35 м²,1,2
2022,,98 000 $,42 м²,1,6
2023,,80 000 $,46 м²,1,22
2024,,178 000 $,70 м²,2,2
2025,,91 000 $,49 м²,1,13
2026,,110 000 $,46 м²,1,5
2027,,82 000 $,35 м²,1,12
2028,,120 000 $,57 м²,1,10
2029,,104 000 $,51 м²,1,2
2030,,155 000 $,85 м²,2,17
2031,,166 500 $,74 м²,2,24
2032,,82 500 $,37 м²,1,7
2033,,61 000 $,59 м²,2,15
2034,,85 000 $,42 м²,1,12
2035,,95 000 $,47 м²,2,8
2036,,250 000 $,93 м²,2,5
2037,,206 000 $,84 м²,2,3
2038,,135 000 $,83 м²,3,6
2039,,300 000 $,126 м²,1,4
2040,,245 000 $,60 м²,1,15
2041,,190 000 $,55 м²,2,3
2042,,120 000 $,49 м²,2,5
2043,,137 000 $,60 м²,2,23
2044,,105 000 $,47 м²,2,9
2045,,150 000 $,53 м²,1,5
2046,,118 000 $,52 м²,1,7
2047,,105 000 $,97 м²,3,11
2048,,85 000 $,53 м²,2,21
2049,,152 542 $,58 м²,1,15
2050,,125 000 $,79 м²,2,17
2051,,35 000 $,19 м²,1,5
2052,,360 000 $,130 м²,4,4
2053,,120 000 $,72 м²,2,14
2054,,66 000 $,35 м²,1,17
2055,,231 088 $,88 м²,2,15
2056,,140 000 $,52 м²,1,35
2057,,155 000 $,78 м²,2,23
2058,,100 000 $,55 м²,2,4
2059,,550 000 $,143 м²,3,7
2060,,66 800 $,45 м²,2,2
2061,,114 718 $,58 м²,1,3
2062,,105 000 $,49 м²,1,7
2063,,1 200 000 $,169 м²,4,4
2064,,92 000 $,44 м²,1,5
2065,,294 000 $,115 м²,3,15
2066,,73 600 $,38 м²,1,3
2067,,160 000 $,46 м²,1,19
2068,,230 000 $,104 м²,3,13
2069,,416 500 $,119 м²,4,9
2070,,150 000 $,40 м²,1,6
2071,,300 000 $,72 м²,2,4
2072,,157 500 $,54 м²,2,8
2073,,190 000 $,80 м²,2,5
2074,,155 000 $,68 м²,3,3
2075,,86 000 $,53 м²,1,29
2076,,350 000 $,140 м²,3,10
2077,,160 000 $,52 м²,1,12
2078,,180 000 $,103 м²,3,12
2079,,790 000 $,150 м²,4,17
2080,,550 000 $,143 м²,4,7
2081,,550 000 $,248 м²,3,2
2082,,240 000 $,97 м²,2,18
2083,,180 000 $,75 м²,3,5
2084,,410 000 $,110 м²,3,4
2085,,170 000 $,58 м²,2,9
2086,,160 000 $,51 м²,1,30
2087,,115 000 $,38 м²,1,3
2088,,210 000 $,73 м²,3,5
2089,,325 000 $,130 м²,3,11
2090,,100 000 $,48 м²,1,3
2091,,90 000 $,52 м²,1,12
2092,,188 000 $,75 м²,2,18
2093,,399 000 $,157 м²,3,13
2094,,175 000 $,72 м²,3,5
2095,,143 000 $,52 м²,1,2
2096,,630 000 $,200 м²,4,9
2097,,80 000 $,61 м²,3,2
2098,,415 000 $,165 м²,4,8
2099,,140 000 $,104 м²,3,1
2100,,240 000 $,74 м²,2,3
2101,,135 000 $,63 м²,2,5
2102,,460 000 $,142 м²,3,9
2103,,85 000 $,45 м²,1,11
2104,,165 000 $,71 м²,2,13
2105,,250 000 $,86 м²,4,23
2106,,102 000 $,68 м²,2,Цокольний
2107,,155 250 $,69 м²,3,20
2108,,89 000 $,65 м²,2,21
2109,,99 000 $,47 м²,2,9
2110,,245 000 $,75 м²,2,18
2111,,190 000 $,73 м²,2,24
2112,,90 000 $,53 м²,1,20
2113,,110 000 $,54 м²,1,16
2114,,97 500 $,43 м²,1,6
2115,,200 000 $,85 м²,2,4
2116,,125 000 $,83 м²,2,11
2117,,90 000 $,48 м²,2,2
2118,,130 000 $,40 м²,2,2
2119,,105 000 $,33 м²,1,3
2120,,299 000 $,87 м²,2,8
2121,,170 000 $,65 м²,2,7
2122,,165 000 $,102 м²,3,12
2123,,180 000 $,40 м²,2,4
2124,,110 000 $,58 м²,1,8
2125,,199 000 $,75 м²,2,8
2126,,415 000 $,120 м²,3,24
2127,,106 000 $,52 м²,1,6
2128,,105 000 $,53 м²,2,8
2129,,140 000 $,42 м²,2,6
2130,,195 000 $,77 м²,2,2
2131,,342 000 $,100 м²,2,5
2132,,140 000 $,50 м²,2,4
2133,,115 000 $,49 м²,1,17
2134,,240 000 $,127 м²,3,14
2135,,330 000 $,147 м²,5,24
2136,,80 000 $,42 м²,1,Цокольний
2137,,105 000 $,50 м²,1,13
2138,,73 600 $,38 м²,1,3
2139,,180 900 $,59 м²,1,7
2140,,150 000 $,52 м²,1,4
2141,,85 000 $,53 м²,1,27
2142,,83 000 $,53 м²,1,27
2143,,120 000 $,66 м²,2,2
2144,,155 000 $,56 м²,1,5
2145,,175 000 $,78 м²,2,12
2146,,96 000 $,38 м²,1,5
2147,,168 000 $,93 м²,3,7
2148,,100 000 $,41 м²,2,13
2149,,230 000 $,91 м²,2,5
2150,,152 000 $,99 м²,2,2
2151,,63 000 $,46 м²,1,Цокольний
2152,,129 000 $,52 м²,2,18
2153,,105 000 $,50 м²,1,13
2154,,120 000 $,51 м²,1,13
2155,,101 000 $,48 м²,2,12
2156,,140 000 $,54 м²,2,4
2157,,180 000 $,75 м²,1,3
2158,,360 000 $,190 м²,4,17
2159,,180 000 $,47 м²,2,3
2160,,190 000 $,101 м²,3,14
2161,,115 000 $,60 м²,1,8
2162,,245 000 $,117 м²,3,8
2163,,53 900 $,44 м²,2,4
2164,,225 000 $,100 м²,3,5
2165,,82 000 $,57 м²,1,7
2166,,112 500 $,51 м²,1,7
2167,,78 500 $,44 м²,2,4
2168,,90 000 $,45 м²,1,7
2169,,92 000 $,46 м²,1,19
2170,,140 000 $,52 м²,2,2
2171,,191 000 $,53 м²,1,1
2172,,220 000 $,82 м²,2,13
2173,,900 000 $,160 м²,4,23
2174,,85 000 $,82 м²,2,10
2175,,239 500 $,96 м²,1,14
2176,,108 000 $,52 м²,1,15
2177,,415 000 $,165 м²,4,9
2178,,260 000 $,80 м²,2,15
2179,,495 000 $,125 м²,4,16
2180,,90 000 $,48 м²,1,11
2181,,220 000 $,74 м²,3,23
2182,,105 000 $,65 м²,1,1
2183,,120 000 $,59 м²,1,8
2184,,163 000 $,86 м²,2,12
2185,,135 000 $,63 м²,2,5
2186,,185 000 $,130 м²,3,11
2187,,200 000 $,81 м²,3,5
2188,,180 000 $,71 м²,2,18
2189,,75 000 $,50 м²,1,4
2190,,40 000 $,39 м²,1,19
2191,,90 000 $,51 м²,1,12
2192,,80 000 $,45 м²,1,11
2193,,110 000 $,53 м²,1,22
2194,,105 000 $,52 м²,1,3
2195,,150 000 $,85 м²,2,7
2196,,149 000 $,72 м²,2,14
2197,,87 000 $,59 м²,2,10
2198,,80 000 $,46 м²,1,16
2199,,95 000 $,47 м²,1,13
2200,,95 000 $,47 м²,1,13
2201,,265 000 $,121 м²,3,5
2202,,115 000 $,82 м²,3,18
2203,,160 000 $,53 м²,2,14
2204,,350 000 $,3 м²,3,4
2205,,330 000 $,182 м²,4,3
2206,,180 000 $,75 м²,3,5
2207,,270 000 $,68 м²,1,6
2208,,160 000 $,80 м²,3,9
2209,,175 000 $,60 м²,1,6
2210,,155 000 $,85 м²,2,14
2211,,87 000 $,48 м²,1,16
2212,,155 000 $,72 м²,1,18
2213,,95 000 $,58 м²,2,9
2214,,157 000 $,48 м²,1,6
2215,,205 000 $,104 м²,1,5
2216,,165 000 $,90 м²,3,2
2217,,75 000 $,63 м²,2,2
2218,,100 000 $,57 м²,1,10
2219,,210 000 $,85 м²,2,13
2220,,85 000 $,74 м²,3,6
2221,,290 000 $,98 м²,1,3
2222,,140 000 $,50 м²,1,3
2223,,250 000 $,102 м²,1,16
2224,,245 000 $,72 м²,3,4
2225,,195 000 $,78 м²,2,11
2226,,88 999 $,52 м²,1,25
2227,,183 000 $,55 м²,2,4
2228,,90 000 $,41 м²,1,11
2229,,118 000 $,51 м²,2,18
2230,,90 000 $,45 м²,1,25
2231,,135 000 $,52 м²,2,6
2232,,106 999 $,60 м²,3,3
2233,,97 000 $,33 м²,1,12
2234,,180 000 $,60 м²,2,21
2235,,78 800 $,40 м²,2,22
2236,,220 000 $,83 м²,3,12
2237,,86 000 $,41 м²,1,5
2238,,155 000 $,50 м²,2,7
2239,,205 000 $,104 м²,3,5
2240,,85 000 $,53 м²,2,28
2241,,87 000 $,53 м²,1,26
2242,,350 000 $,170 м²,4,4
2243,,516 000 $,175 м²,4,16
2244,,80 000 $,82 м²,2,13
2245,,115 000 $,78 м²,3,2
2246,,173 000 $,69 м²,2,7
2247,,77 000 $,35 м²,1,1
2248,,195 000 $,78 м²,2,10
2249,,135 000 $,50 м²,1,3
2250,,49 500 $,46 м²,2,1
2251,,75 000 $,35 м²,1,4
2252,,185 990 $,95 м²,2,13
2253,,90 000 $,50 м²,1,12
2254,,195 000 $,106 м²,3,18
2255,,265 000 $,118 м²,3,3
2256,,294 000 $,130 м²,3,4
2257,,199 000 $,185 м²,5,4
2258,,115 000 $,57 м²,2,1
2259,,174 000 $,63 м²,3,3
2260,,790 000 $,150 м²,3,17
2261,,48 000 $,34 м²,1,5
2262,,165 000 $,110 м²,3,17
2263,,270 000 $,107 м²,2,16
2264,,120 000 $,71 м²,2,12
2265,,79 500 $,37 м²,1,Цокольний
2266,,430 000 $,118 м²,3,8
2267,,106 000 $,46 м²,1,14
2268,,100 000 $,64 м²,2,4
2269,,158 999 $,87 м²,2,16
2270,,150 050 $,54 м²,2,15
2271,,560 000 $,140 м²,2,8
2272,,95 000 $,53 м²,2,8
2273,,51 000 $,43 м²,2,1
2274,,86 000 $,53 м²,1,27
2275,,60 000 $,54 м²,2,1
2276,,370 000 $,197 м²,3,21
2277,,105 000 $,46 м²,2,2
2278,,70 251 $,38 м²,1,5
2279,,90 000 $,60 м²,2,3
2280,,159 000 $,88 м²,4,1
2281,,80 500 $,32 м²,1,2
2282,,205 000 $,103 м²,3,13
2283,,45 000 $,45 м²,2,3
2284,,145 500 $,73 м²,2,6
2285,,195 000 $,82 м²,2,7
2286,,105 000 $,39 м²,1,5
2287,,140 000 $,88 м²,3,4
2288,,438 000 $,161 м²,4,4
2289,,195 000 $,78 м²,2,11
2290,,175 560 $,80 м²,3,3
2291,,90 000 $,40 м²,1,4
2292,,300 000 $,70 м²,3,3
2293,,208 817 $,91 м²,2,12
2294,,240 000 $,150 м²,5,5
2295,,131 000 $,54 м²,1,21
2296,,230 000 $,76 м²,3,2
2297,,115 000 $,48 м²,1,11
2298,,174 000 $,100 м²,3,9
2299,,230 000 $,121 м²,3,10
2300,,168 000 $,71 м²,2,2
2301,,380 000 $,190 м²,4,5
2302,,200 000 $,87 м²,3,4
2303,,195 000 $,134 м²,3,11
2304,,280 500 $,94 м²,3,24
2305,,400 000 $,134 м²,3,7
2306,,275 000 $,90 м²,3,2
2307,,200 000 $,86 м²,4,6
2308,,45 000 $,22 м²,1,1
2309,,103 000 $,75 м²,2,16
2310,,180 000 $,55 м²,2,1
2311,,158 000 $,74 м²,2,13
2312,,424 000 $,106 м²,3,8
2313,,240 000 $,97 м²,2,18
2314,,470 000 $,170 м²,4,14
2315,,90 000 $,72 м²,3,4
2316,,140 000 $,54 м²,2,4
2317,,149 500 $,73 м²,2,6
2318,,177 000 $,79 м²,2,28
2319,,750 000 $,248 м²,5,8
2320,,219 500 $,89 м²,2,15
2321,,140 000 $,60 м²,2,3
2322,,142 500 $,85 м²,2,22
2323,,230 000 $,79 м²,3,1
2324,,159 000 $,86 м²,2,7
2325,,160 000 $,50 м²,1,14
2326,,137 000 $,80 м²,2,11
2327,,485 000 $,157 м²,3,10
2328,,89 000 $,61 м²,1,20
2329,,250 000 $,121 м²,3,5
2330,,153 500 $,73 м²,2,10
2331,,105 000 $,60 м²,2,4
2332,,78 000 $,39 м²,1,7
2333,,190 000 $,50 м²,1,19
2334,,234 000 $,90 м²,1,7
2335,,97 500 $,44 м²,1,21
2336,,257 000 $,116 м²,4,8
2337,,415 000 $,165 м²,3,8
2338,,47 000 $,32 м²,1,4
2339,,110 000 $,45 м²,1,8
2340,,95 000 $,35 м²,1,5
2341,,219 900 $,95 м²,2,10
2342,,103 000 $,38 м²,1,4
2343,,95 000 $,70 м²,2,2
2344,,94 000 $,43 м²,1,19
2345,,190 000 $,83 м²,2,16
2346,,119 000 $,80 м²,1,16
2347,,158 000 $,73 м²,2,10
2348,,190 000 $,55 м²,3,3
2349,,125 000 $,76 м²,1,15
2350,,210 000 $,51 м²,1,30
2351,,189 000 $,70 м²,2,2
2352,,165 000 $,52 м²,1,6
2353,,145 000 $,52 м²,2,2
2354,,48 500 $,46 м²,2,1
2355,,260 000 $,93 м²,3,10
2356,,85 000 $,451 м²,1,14
2357,,199 000 $,100 м²,2,5
2358,,183 000 $,86 м²,2,18
2359,,399 000 $,166 м²,4,4
2360,,380 000 $,190 м²,4,6
2361,,145 000 $,69 м²,2,10
2362,,45 000 $,45 м²,2,5
2363,,140 000 $,62 м²,2,4
2364,,105 000 $,53 м²,2,3
2365,,125 000 $,45 м²,2,11
2366,,169 500 $,96 м²,3,13
2367,,143 000 $,52 м²,2,2
2368,,130 000 $,46 м²,1,7
2369,,130 000 $,63 м²,2,15
2370,,140 000 $,68 м²,2,7
2371,,81 700 $,38 м²,1,6
2372,,100 000 $,49 м²,3,5
2373,,81 700 $,38 м²,1,6
2374,,160 000 $,82 м²,2,4
2375,,105 000 $,53 м²,2,3
2376,,220 000 $,82 м²,2,11
2377,,120 000 $,51 м²,1,18
2378,,85 000 $,58 м²,1,3
2379,,240 000 $,77 м²,3,2
2380,,250 000 $,86 м²,2,10
2381,,200 000 $,98 м²,3,5
2382,,93 000 $,73 м²,2,14
2383,,96 000 $,95 м²,2,9
2384,,465 000 $,112 м²,3,Цокольний
2385,,67 000 $,43 м²,2,1
2386,,175 000 $,71 м²,2,7
2387,,110 000 $,45 м²,1,14
2388,,95 000 $,56 м²,3,1
2389,,220 000 $,95 м²,3,1
2390,,84 000 $,44 м²,1,19
2391,,106 000 $,46 м²,1,12
2392,,65 000 $,51 м²,2,9
2393,,120 000 $,50 м²,1,13
2394,,75 000 $,44 м²,1,5
2395,,124 000 $,39 м²,1,23
2396,,145 000 $,74 м²,2,21
2397,,110 000 $,57 м²,2,2
2398,,270 000 $,126 м²,4,2
2399,,100 000 $,41 м²,1,4
2400,,68 000 $,50 м²,1,13
2401,,120 000 $,45 м²,1,5
2402,,175 000 $,82 м²,2,19
2403,,188 000 $,75 м²,2,18
2404,,200 000 $,69 м²,2,3
2405,,158 500 $,72 м²,2,19
2406,,215 000 $,84 м²,3,5
2407,,150 000 $,65 м²,2,3
2408,,89 000 $,43 м²,1,19
2409,,240 000 $,98 м²,2,18
2410,,100 000 $,57 м²,1,26
2411,,113 500 $,63 м²,2,5
2412,,171 000 $,85 м²,3,22
2413,,88 888 $,48 м²,1,4
2414,,78 900 $,53 м²,1,14
2415,,113 400 $,48 м²,1,11
2416,,172 500 $,72 м²,2,2
2417,,190 000 $,72 м²,2,5
2418,,210 000 $,54 м²,2,2
2419,,100 000 $,46 м²,2,2
2420,,224 804 $,110 м²,2,12
2421,,274 800 $,114 м²,4,3
2422,,500 000 $,172 м²,4,2
2423,,544 000 $,136 м²,3,5
2424,,153 000 $,86 м²,2,22
2425,,167 000 $,69 м²,2,22
2426,,110 000 $,70 м²,2,3
2427,,164 000 $,90 м²,2,16
2428,,182 628 $,80 м²,2,7
2429,,480 000 $,200 м²,5,9
2430,,165 000 $,90 м²,2,12
2431,,185 000 $,100 м²,3,12
2432,,129 000 $,51 м²,2,18
2433,,125 000 $,78 м²,2,11
2434,,160 000 $,82 м²,2,4
2435,,160 000 $,58 м²,1,25
2436,,155 000 $,102 м²,3,21
2437,,360 000 $,82 м²,3,8
2438,,165 000 $,64 м²,2,21
2439,,65 000 $,47 м²,1,5
2440,,105 000 $,76 м²,3,9
2441,,139 000 $,59 м²,1,11
2442,,165 000 $,78 м²,2,7
2443,,145 000 $,72 м²,2,7
2444,,200 000 $,100 м²,3,12
2445,,98 000 $,46 м²,2,1
2446,,195 000 $,55 м²,3,1
2447,,155 000 $,86 м²,2,22
2448,,135 000 $,46 м²,1,8
2449,,250 000 $,91 м²,3,15
2450,,350 000 $,136 м²,4,20
2451,,215 000 $,112 м²,4,1
2452,,250 000 $,104 м²,3,5
2453,,80 000 $,98 м²,2,14
2454,,108 000 $,75 м²,2,16
2455,,83 000 $,46 м²,1,19
2456,,75 000 $,53 м²,2,15
2457,,85 000 $,106 м²,3,1
2458,,280 000 $,87 м²,1,7
2459,,135 000 $,70 м²,2,7
2460,,90 000 $,56 м²,2,6
2461,,60 000 $,66 м²,2,11
2462,,62 000 $,35 м²,1,3
2463,,71 000 $,72 м²,2,26
2464,,200 000 $,97 м²,3,20
2465,,138 800 $,57 м²,2,8
2466,,110 000 $,45 м²,1,5
2467,,250 000 $,55 м²,2,10
2468,,78 000 $,58 м²,2,7
2469,,82 500 $,52 м²,1,7
2470,,67 000 $,41 м²,1,11
2471,,65 000 $,47 м²,2,9
2472,,125 000 $,62 м²,2,2
2473,,121 000 $,51 м²,1,18
2474,,55 000 $,45 м²,2,4
2475,,190 000 $,103 м²,3,14
2476,,110 000 $,75 м²,3,4
2477,,66 000 $,40 м²,1,1
2478,,75 000 $,67 м²,3,9
2479,,110 000 $,43 м²,1,6
2480,,100 000 $,73 м²,2,4
2481,,65 000 $,62 м²,3,4
2482,,230 000 $,101 м²,3,3
2483,,53 000 $,38 м²,1,3
2484,,80 000 $,48 м²,2,4
2485,,380 000 $,200 м²,4,12
2486,,220 000 $,125 м²,3,9
2487,,135 000 $,65 м²,2,5
2488,,99 900 $,47 м²,2,8
2489,,120 000 $,50 м²,1,15
2490,,149 000 $,58 м²,1,25
2491,,76 000 $,37 м²,1,4
2492,,125 000 $,89 м²,3,15
2493,,80 500 $,32 м²,1,2
2494,,200 000 $,101 м²,3,19
2495,,143 990 $,80 м²,2,Цокольний
2496,,186 000 $,78 м²,2,7
2497,,220 000 $,55 м²,2,2
2498,,190 000 $,47 м²,2,12
2499,,150 000 $,95 м²,3,5
2500,,740 000 $,163 м²,4,5
2501,,68 000 $,37 м²,1,11
2502,,195 000 $,59 м²,2,7
2503,,65 500 $,48 м²,2,7
2504,,400 000 $,165 м²,3,19
2505,,330 000 $,165 м²,3,3
2506,,225 000 $,94 м²,3,3
2507,,58 000 $,21 м²,1,Цокольний
2508,,150 000 $,67 м²,2,3
2509,,115 000 $,55 м²,2,11
2510,,120 000 $,59 м²,1,26
2511,,163 000 $,78 м²,2,12
2512,,89 000 $,76 м²,1,4
