,name,price,square,num_of_room,poverh
3004,,220 000 $,76 м²,2,10
3005,,400 000 $,240 м²,6,3
3006,,370 000 $,170 м²,4,2
3007,,210 000 $,136 м²,3,2
3008,,380 000 $,190 м²,5,6
3009,,246 000 $,126 м²,5,3
3010,,184 000 $,46 м²,2,4
3011,,249 000 $,77 м²,2,8
3012,,125 000 $,54 м²,2,3
3013,,184 000 $,46 м²,2,4
3014,,249 000 $,77 м²,2,8
3015,,125 000 $,54 м²,2,3
3016,,470 000 $,240 м²,5,3
3017,,120 000 $,44 м²,1,3
3018,,2 950 000 $,500 м²,7,9
3019,,239 000 $,132 м²,4,6
3020,,250 000 $,190 м²,5,15
3021,,229 000 $,64 м²,2,8
3022,,175 000 $,78 м²,2,6
3023,,170 000 $,62 м²,2,4
3024,,295 000 $,70 м²,2,3
3025,,121 245 $,60 м²,1,5
3026,,120 000 $,59 м²,1,26
3027,,138 000 $,78 м²,2,11
3028,,200 000 $,71 м²,2,28
3029,,69 000 $,35 м²,1,14
3030,,89 000 $,76 м²,1,4
3031,,1 280 000 $,206 м²,3,17
3032,,96 000 $,37 м²,2,5
3033,,96 000 $,37 м²,2,5
3034,,105 000 $,61 м²,2,8
3035,,273 000 $,94 м²,4,3
3036,,470 000 $,170 м²,3,14
3037,,122 000 $,61 м²,2,6
3038,,165 000 $,78 м²,2,7
3039,,120 000 $,49 м²,2,5
3040,,190 000 $,55 м²,2,3
3041,,137 000 $,60 м²,2,23
3042,,105 000 $,47 м²,2,9
3043,,300 000 $,101 м²,2,19
3044,,150 000 $,53 м²,1,5
3045,,118 000 $,52 м²,1,7
3046,,95 000 $,35 м²,1,15
3047,,140 000 $,110 м²,3,21
3048,,299 000 $,82 м²,1,16
3049,,95 000 $,46 м²,2,2
3050,,125 000 $,70 м²,1,2
3051,,155 000 $,67 м²,2,18
3052,,460 000 $,329 м²,6,9
3053,,95 000 $,46 м²,2,2
3054,,125 000 $,70 м²,1,2
3055,,155 000 $,67 м²,2,18
3056,,460 000 $,329 м²,6,9
3057,,39 500 $,27 м²,1,8
3058,,142 000 $,71 м²,2,7
3059,,125 000 $,46 м²,1,3
3060,,250 000 $,120 м²,3,10
3061,,128 800 $,100 м²,1,4
3062,,229 000 $,98 м²,3,6
3063,,123 000 $,80 м²,3,21
3064,,180 000 $,79 м²,2,14
3065,,370 000 $,120 м²,1,3
3066,,95 000 $,48 м²,2,2
3067,,295 000 $,132 м²,5,3
3068,,72 000 $,36 м²,1,8
3069,,119 000 $,80 м²,2,16
3070,,94 000 $,46 м²,1,1
3071,,200 000 $,74 м²,2,9
3072,,80 000 $,52 м²,1,10
3073,,80 000 $,52 м²,1,10
3074,,180 000 $,120 м²,6,3
3075,,127 000 $,57 м²,1,10
3076,,85 000 $,52 м²,1,12
3077,,189 000 $,86 м²,2,10
3078,,127 000 $,47 м²,2,9
3079,,70 000 $,66 м²,2,2
3080,,149 000 $,86 м²,2,22
3081,,240 000 $,97 м²,2,18
3082,,250 000 $,134 м²,4,1
3083,,145 000 $,50 м²,2,4
3084,,173 000 $,68 м²,2,3
3085,,145 000 $,60 м²,2,23
3086,,195 000 $,96 м²,3,11
3087,,85 000 $,53 м²,2,21
3088,,90 000 $,72 м²,3,13
3089,,195 000 $,135 м²,3,Цокольний
3090,,152 542 $,58 м²,1,15
3091,,75 000 $,61 м²,3,2
3092,,231 088 $,88 м²,2,15
3093,,140 000 $,52 м²,1,35
3094,,155 000 $,78 м²,2,23
3095,,114 718 $,58 м²,1,3
3096,,66 800 $,45 м²,2,2
3097,,150 000 $,40 м²,1,6
3098,,105 000 $,49 м²,1,7
3099,,300 000 $,72 м²,2,4
3100,,416 500 $,119 м²,4,9
3101,,190 000 $,80 м²,2,5
3102,,160 000 $,52 м²,1,12
3103,,86 000 $,53 м²,1,29
3104,,180 000 $,103 м²,3,12
3105,,151 000 $,53 м²,1,18
3106,,160 000 $,51 м²,1,30
3107,,150 000 $,77 м²,2,15
3108,,170 000 $,58 м²,2,9
3109,,90 000 $,45 м²,1,5
3110,,294 000 $,115 м²,3,15
3111,,188 000 $,75 м²,2,18
3112,,399 000 $,157 м²,3,13
3113,,188 000 $,75 м²,2,18
3114,,399 000 $,157 м²,3,13
3115,,150 000 $,114 м²,3,2
3116,,63 000 $,45 м²,2,3
3117,,49 000 $,46 м²,1,3
3118,,52 000 $,46 м²,2,4
3119,,290 000 $,146 м²,3,21
3120,,180 000 $,59 м²,2,7
3121,,78 500 $,43 м²,2,4
3122,,185 990 $,95 м²,2,13
3123,,79 900 $,53 м²,1,14
3124,,88 000 $,52 м²,1,22
3125,,95 000 $,58 м²,1,16
3126,,85 000 $,45 м²,1,11
3127,,165 000 $,71 м²,2,13
3128,,250 000 $,86 м²,4,23
3129,,168 000 $,78 м²,2,18
3130,,93 000 $,73 м²,2,14
3131,,160 000 $,74 м²,2,3
3132,,102 000 $,68 м²,2,Цокольний
3133,,89 000 $,47 м²,1,6
3134,,145 000 $,55 м²,2,3
3135,,90 000 $,53 м²,1,20
3136,,82 000 $,57 м²,1,7
3137,,220 000 $,70 м²,2,10
3138,,110 000 $,54 м²,1,16
3139,,97 500 $,43 м²,1,6
3140,,200 000 $,85 м²,2,4
3141,,125 000 $,83 м²,2,11
3142,,90 000 $,40 м²,1,4
3143,,170 000 $,65 м²,2,7
3144,,165 000 $,102 м²,3,12
3145,,180 000 $,40 м²,2,4
3146,,299 000 $,87 м²,2,8
3147,,110 000 $,58 м²,1,8
3148,,199 000 $,75 м²,2,8
3149,,106 000 $,52 м²,1,6
3150,,415 000 $,120 м²,3,24
3151,,186 500 $,92 м²,2,4
3152,,182 000 $,46 м²,2,4
3153,,415 000 $,120 м²,3,24
3154,,186 500 $,92 м²,2,4
3155,,182 000 $,46 м²,2,4
3156,,105 000 $,53 м²,2,8
3157,,195 000 $,77 м²,2,2
3158,,115 000 $,49 м²,1,17
3159,,240 000 $,127 м²,3,14
3160,,105 000 $,33 м²,1,3
3161,,151 000 $,52 м²,1,18
3162,,180 900 $,59 м²,1,7
3163,,150 000 $,52 м²,1,4
3164,,85 000 $,53 м²,1,27
3165,,155 000 $,56 м²,1,5
3166,,120 000 $,66 м²,2,2
3167,,96 000 $,38 м²,1,5
3168,,100 000 $,41 м²,2,13
3169,,79 000 $,35 м²,1,8
3170,,152 000 $,99 м²,2,2
3171,,63 000 $,46 м²,1,Цокольний
3172,,240 000 $,85 м²,2,15
3173,,280 000 $,87 м²,2,6
3174,,440 000 $,106 м²,3,8
3175,,83 000 $,57 м²,1,7
3176,,500 000 $,143 м²,4,7
3177,,120 000 $,51 м²,1,13
3178,,101 000 $,48 м²,2,12
3179,,140 000 $,54 м²,2,4
3180,,125 000 $,72 м²,2,2
3181,,199 100 $,96 м²,2,12
3182,,360 000 $,190 м²,4,17
3183,,129 000 $,52 м²,2,18
3184,,180 000 $,47 м²,2,3
3185,,115 000 $,60 м²,1,8
3186,,183 000 $,59 м²,2,7
3187,,245 000 $,117 м²,3,8
3188,,53 900 $,44 м²,2,4
3189,,225 000 $,100 м²,3,5
3190,,82 000 $,57 м²,1,7
3191,,530 000 $,156 м²,4,5
3192,,92 000 $,46 м²,1,19
3193,,53 900 $,44 м²,2,4
3194,,225 000 $,100 м²,3,5
3195,,82 000 $,57 м²,1,7
3196,,530 000 $,156 м²,4,5
3197,,92 000 $,46 м²,1,19
3198,,191 000 $,53 м²,1,1
3199,,220 000 $,82 м²,2,13
3200,,230 000 $,86 м²,2,6
3201,,900 000 $,160 м²,4,23
3202,,87 000 $,48 м²,1,16
3203,,270 000 $,68 м²,1,6
3204,,155 000 $,85 м²,2,14
3205,,160 000 $,80 м²,3,9
3206,,175 000 $,60 м²,1,6
3207,,239 500 $,96 м²,1,14
3208,,90 000 $,48 м²,1,11
3209,,220 000 $,74 м²,3,23
3210,,155 000 $,63 м²,2,5
3211,,163 000 $,86 м²,2,12
3212,,185 000 $,130 м²,3,11
3213,,155 000 $,63 м²,2,5
3214,,163 000 $,86 м²,2,12
3215,,185 000 $,130 м²,3,11
3216,,180 000 $,71 м²,2,18
3217,,120 000 $,59 м²,1,8
3218,,105 000 $,65 м²,1,1
3219,,75 000 $,50 м²,1,4
3220,,120 000 $,50 м²,1,8
3221,,550 000 $,153 м²,1,5
3222,,105 000 $,46 м²,2,1
3223,,289 000 $,90 м²,3,4
3224,,105 000 $,52 м²,1,3
3225,,150 000 $,85 м²,2,7
3226,,189 000 $,70 м²,2,2
3227,,93 000 $,65 м²,2,12
3228,,178 000 $,70 м²,2,2
3229,,132 000 $,56 м²,2,23
3230,,275 000 $,75 м²,2,7
3231,,149 000 $,72 м²,2,14
3232,,95 000 $,43 м²,2,4
3233,,275 000 $,75 м²,2,7
3234,,149 000 $,72 м²,2,14
3235,,95 000 $,43 м²,2,4
3236,,84 000 $,43 м²,2,19
3237,,220 000 $,55 м²,2,2
3238,,95 000 $,47 м²,1,13
3239,,155 000 $,111 м²,3,20
3240,,115 000 $,82 м²,3,18
3241,,135 000 $,76 м²,3,10
3242,,419 000 $,182 м²,4,3
3243,,265 000 $,121 м²,3,5
3244,,640 000 $,174 м²,5,4
3245,,350 000 $,3 м²,3,4
3246,,153 000 $,82 м²,2,12
3247,,205 000 $,104 м²,1,5
3248,,75 000 $,63 м²,3,2
3249,,100 000 $,57 м²,1,10
3250,,290 000 $,98 м²,1,3
3251,,156 000 $,76 м²,3,13
3252,,60 000 $,44 м²,2,3
3253,,200 000 $,86 м²,3,5
3254,,250 000 $,102 м²,1,16
3255,,66 000 $,62 м²,2,7
3256,,195 000 $,78 м²,2,11
3257,,88 999 $,52 м²,1,25
3258,,90 000 $,41 м²,1,11
3259,,115 000 $,48 м²,1,9
3260,,135 000 $,52 м²,2,6
3261,,205 000 $,78 м²,2,3
3262,,145 000 $,98 м²,3,4
3263,,104 000 $,73 м²,2,4
3264,,189 000 $,60 м²,2,3
3265,,192 000 $,85 м²,4,4
3266,,231 088 $,88 м²,3,15
3267,,195 000 $,53 м²,2,2
3268,,167 000 $,52 м²,2,2
3269,,208 817 $,91 м²,2,12
3270,,180 000 $,65 м²,2,10
3271,,95 000 $,46 м²,2,2
3272,,122 000 $,46 м²,1,8
3273,,208 817 $,91 м²,2,12
3274,,180 000 $,65 м²,2,10
3275,,95 000 $,46 м²,2,2
3276,,122 000 $,46 м²,1,8
3277,,97 000 $,33 м²,1,12
3278,,180 000 $,60 м²,2,21
3279,,86 000 $,41 м²,1,5
3280,,135 000 $,64 м²,2,2
3281,,170 000 $,48 м²,1,6
3282,,155 000 $,50 м²,2,7
3283,,87 000 $,53 м²,1,26
3284,,120 000 $,50 м²,1,15
3285,,195 000 $,78 м²,2,10
3286,,79 900 $,42 м²,1,22
3287,,185 990 $,95 м²,2,13
3288,,90 000 $,50 м²,1,12
3289,,294 500 $,117 м²,3,3
3290,,265 000 $,118 м²,3,3
3291,,203 000 $,118 м²,2,24
3292,,180 000 $,79 м²,2,14
3293,,180 000 $,79 м²,2,14
3294,,140 000 $,70 м²,2,8
3295,,250 000 $,92 м²,2,5
3296,,790 000 $,150 м²,3,17
3297,,180 000 $,92 м²,3,13
3298,,161 000 $,85 м²,3,1
3299,,85 000 $,53 м²,1,16
3300,,137 000 $,62 м²,1,11
3301,,270 000 $,107 м²,2,16
3302,,60 000 $,47 м²,1,20
3303,,158 999 $,87 м²,2,16
3304,,370 000 $,197 м²,3,21
3305,,200 000 $,109 м²,3,3
3306,,125 000 $,72 м²,2,2
3307,,42 000 $,36 м²,1,4
3308,,270 000 $,72 м²,2,3
3309,,89 000 $,65 м²,2,21
3310,,105 000 $,60 м²,2,4
3311,,107 000 $,53 м²,2,22
3312,,190 000 $,115 м²,4,3
3313,,100 000 $,48 м²,1,21
3314,,230 000 $,120 м²,3,7
3315,,85 000 $,46 м²,1,5
3316,,257 000 $,116 м²,4,8
3317,,415 000 $,165 м²,3,8
3318,,400 000 $,200 м²,4,1
3319,,122 000 $,80 м²,2,9
3320,,49 000 $,46 м²,1,5
3321,,280 000 $,91 м²,2,7
3322,,183 000 $,54 м²,2,2
3323,,107 000 $,51 м²,1,24
3324,,170 000 $,50 м²,1,2
3325,,95 000 $,35 м²,1,5
3326,,309 000 $,86 м²,2,17
3327,,220 000 $,91 м²,2,5
3328,,219 900 $,95 м²,2,10
3329,,157 000 $,53 м²,2,21
3330,,103 000 $,38 м²,1,4
3331,,90 000 $,60 м²,2,3
3332,,94 000 $,43 м²,1,19
3333,,158 000 $,73 м²,2,10
3334,,119 000 $,80 м²,1,16
3335,,155 000 $,52 м²,2,2
3336,,170 000 $,75 м²,2,19
3337,,165 000 $,86 м²,3,22
3338,,132 000 $,87 м²,2,12
3339,,230 000 $,111 м²,3,10
3340,,108 466 $,49 м²,2,9
3341,,295 000 $,138 м²,4,3
3342,,93 000 $,46 м²,2,2
3343,,150 000 $,50 м²,1,3
3344,,150 000 $,61 м²,2,2
3345,,219 400 $,97 м²,3,Цокольний
3346,,155 000 $,80 м²,2,4
3347,,110 000 $,43 м²,1,3
3348,,130 000 $,66 м²,2,11
3349,,159 900 $,88 м²,4,1
3350,,125 000 $,67 м²,2,22
3351,,189 000 $,70 м²,2,2
3352,,48 500 $,46 м²,2,1
3353,,48 500 $,46 м²,2,1
3354,,260 000 $,93 м²,3,10
3355,,115 000 $,46 м²,1,13
3356,,144 000 $,60 м²,1,23
3357,,69 900 $,56 м²,2,1
3358,,80 000 $,61 м²,3,2
3359,,380 000 $,190 м²,4,6
3360,,325 000 $,95 м²,3,3
3361,,265 000 $,78 м²,3,2
3362,,145 000 $,69 м²,2,10
3363,,140 000 $,62 м²,2,4
3364,,143 000 $,52 м²,2,2
3365,,157 500 $,54 м²,2,8
3366,,140 000 $,68 м²,2,7
3367,,183 000 $,59 м²,2,7
3368,,100 000 $,49 м²,3,5
3369,,129 000 $,60 м²,2,23
3370,,81 700 $,38 м²,1,6
3371,,105 000 $,58 м²,3,2
3372,,193 000 $,94 м²,3,4
3373,,193 000 $,94 м²,3,4
3374,,170 000 $,75 м²,2,19
3375,,81 700 $,38 м²,1,6
3376,,54 000 $,44 м²,2,2
3377,,90 000 $,49 м²,1,3
3378,,220 000 $,82 м²,2,11
3379,,176 000 $,92 м²,2,13
3380,,210 000 $,98 м²,3,9
3381,,125 000 $,45 м²,1,2
3382,,85 000 $,58 м²,1,3
3383,,240 000 $,77 м²,3,2
3384,,250 000 $,86 м²,2,10
3385,,89 900 $,42 м²,2,10
3386,,190 000 $,68 м²,2,6
3387,,200 000 $,98 м²,3,5
3388,,67 000 $,43 м²,2,1
3389,,96 000 $,95 м²,2,9
3390,,165 000 $,83 м²,3,2
3391,,85 000 $,81 м²,3,9
3392,,175 000 $,71 м²,2,7
3393,,100 000 $,73 м²,3,4
3394,,122 000 $,62 м²,1,6
3395,,78 000 $,42 м²,1,9
3396,,95 000 $,56 м²,3,1
3397,,110 000 $,45 м²,1,14
3398,,182 000 $,72 м²,2,5
3399,,100 000 $,38 м²,1,31
3400,,225 000 $,80 м²,2,3
3401,,147 000 $,72 м²,2,6
3402,,175 000 $,72 м²,2,5
3403,,162 999 $,78 м²,2,12
3404,,175 000 $,80 м²,3,9
3405,,90 000 $,34 м²,1,24
3406,,180 000 $,71 м²,2,18
3407,,147 000 $,53 м²,2,15
3408,,270 000 $,72 м²,2,3
3409,,185 000 $,90 м²,2,9
3410,,675 000 $,135 м²,1,8
3411,,270 000 $,84 м²,3,16
3412,,195 000 $,96 м²,3,15
3413,,120 000 $,59 м²,1,26
3414,,130 000 $,60 м²,1,4
3415,,176 000 $,116 м²,3,8
3416,,230 000 $,86 м²,2,6
3417,,115 000 $,47 м²,1,14
3418,,300 000 $,77 м²,2,4
3419,,108 000 $,48 м²,2,11
3420,,175 000 $,72 м²,3,5
3421,,220 000 $,89 м²,3,7
3422,,239 000 $,84 м²,2,16
3423,,180 000 $,71 м²,2,16
3424,,150 000 $,85 м²,2,17
3425,,142 500 $,52 м²,1,2
3426,,145 000 $,76 м²,2,8
3427,,106 000 $,46 м²,1,14
3428,,174 999 $,55 м²,3,3
3429,,212 000 $,87 м²,3,9
3430,,195 000 $,93 м²,3,7
3431,,85 000 $,43 м²,1,1
3432,,105 000 $,60 м²,2,14
3433,,132 000 $,82 м²,2,12
3434,,108 000 $,47 м²,1,14
3435,,195 000 $,53 м²,1,30
3436,,200 000 $,81 м²,3,15
3437,,205 000 $,92 м²,3,9
3438,,146 000 $,72 м²,1,6
3439,,972 000 $,303 м²,4,5
3440,,179 000 $,59 м²,1,7
3441,,159 000 $,74 м²,2,6
3442,,180 000 $,59 м²,2,7
3443,,107 000 $,42 м²,1,13
3444,,220 000 $,95 м²,3,1
3445,,84 000 $,44 м²,1,19
3446,,106 000 $,46 м²,1,12
3447,,148 000 $,78 м²,2,8
3448,,200 000 $,73 м²,2,6
3449,,105 000 $,53 м²,2,8
3450,,112 500 $,53 м²,1,7
3451,,105 000 $,49 м²,1,7
3452,,59 000 $,32 м²,1,2
3453,,350 000 $,64 м²,1,3
3454,,120 000 $,50 м²,1,13
3455,,230 000 $,91 м²,2,5
3456,,220 000 $,82 м²,2,13
3457,,211 176 $,88 м²,2,9
3458,,124 000 $,39 м²,1,23
3459,,110 000 $,57 м²,2,2
3460,,140 000 $,100 м²,3,7
3461,,168 000 $,76 м²,3,16
3462,,115 000 $,62 м²,2,18
3463,,270 000 $,126 м²,4,2
3464,,100 000 $,41 м²,1,4
3465,,68 000 $,50 м²,1,13
3466,,120 000 $,45 м²,1,5
3467,,188 000 $,75 м²,2,18
3468,,158 500 $,72 м²,2,19
3469,,150 000 $,60 м²,2,23
3470,,90 000 $,46 м²,1,1
3471,,149 000 $,57 м²,2,1
3472,,174 000 $,52 м²,1,9
3473,,99 000 $,32 м²,2,2
3474,,285 000 $,78 м²,2,2
3475,,130 000 $,39 м²,1,3
3476,,89 000 $,43 м²,1,19
3477,,149 990 $,62 м²,2,5
3478,,120 000 $,50 м²,1,13
3479,,240 000 $,98 м²,2,18
3480,,100 000 $,57 м²,1,26
3481,,145 000 $,53 м²,2,3
3482,,151 000 $,75 м²,2,18
3483,,230 000 $,113 м²,4,7
3484,,155 000 $,53 м²,2,21
3485,,231 000 $,96 м²,2,14
3486,,231 000 $,98 м²,2,5
3487,,45 000 $,31 м²,1,3
3488,,113 500 $,63 м²,2,5
3489,,245 000 $,89 м²,2,17
3490,,190 000 $,120 м²,2,14
3491,,225 000 $,82 м²,3,1
3492,,55 000 $,26 м²,1,5
3493,,88 888 $,48 м²,1,4
3494,,192 000 $,300 м²,7,1
3495,,190 000 $,47 м²,1,5
3496,,113 400 $,48 м²,1,11
3497,,715 851 $,265 м²,5,2
3498,,158 500 $,76 м²,3,3
3499,,52 000 $,44 м²,2,2
3500,,175 000 $,72 м²,2,5
3501,,180 000 $,71 м²,2,8
3502,,181 000 $,60 м²,2,7
3503,,172 500 $,72 м²,2,2
3504,,220 000 $,110 м²,2,11
3505,,210 000 $,54 м²,2,2
3506,,310 000 $,82 м²,3,9
3507,,190 000 $,72 м²,2,5
3508,,650 000 $,325 м²,1,4
3509,,165 000 $,50 м²,3,7
3510,,35 000 $,28 м²,1,4
3511,,225 609 $,110 м²,2,12
3512,,274 800 $,114 м²,4,3
3513,,500 000 $,172 м²,4,2
3514,,544 000 $,136 м²,3,5
3515,,93 000 $,46 м²,1,1
3516,,205 200 $,85 м²,2,11
3517,,167 000 $,69 м²,2,22
3518,,183 000 $,59 м²,2,7
3519,,110 000 $,70 м²,2,3
3520,,164 000 $,90 м²,2,16
3521,,90 000 $,45 м²,1,6
3522,,175 000 $,78 м²,1,5
3523,,182 628 $,80 м²,2,7
3524,,150 000 $,69 м²,2,19
3525,,410 000 $,100 м²,3,5
3526,,480 000 $,200 м²,5,9
3527,,86 500 $,58 м²,1,9
3528,,165 000 $,90 м²,2,12
3529,,189 000 $,83 м²,2,16
3530,,185 000 $,100 м²,3,12
3531,,219 400 $,97 м²,3,7
3532,,145 000 $,42 м²,1,6
3533,,170 000 $,70 м²,2,15
3534,,75 000 $,35 м²,1,1
3535,,83 000 $,46 м²,1,19
3536,,108 000 $,75 м²,2,16
3537,,55 000 $,55 м²,1,3
3538,,75 000 $,53 м²,2,15
3539,,133 000 $,72 м²,2,8
3540,,85 000 $,106 м²,3,1
3541,,50 000 $,42 м²,2,5
3542,,66 500 $,53 м²,3,1
3543,,399 000 $,250 м²,4,7
3544,,23 500 $,40 м²,1,19
3545,,80 000 $,37 м²,1,4
3546,,59 800 $,55 м²,2,2
3547,,90 000 $,63 м²,2,17
3548,,110 000 $,61 м²,1,5
3549,,105 000 $,45 м²,2,2
3550,,135 000 $,70 м²,2,7
3551,,65 000 $,30 м²,1,16
3552,,90 000 $,56 м²,2,6
3553,,62 000 $,35 м²,1,3
3554,,60 000 $,66 м²,2,11
3555,,186 000 $,85 м²,3,4
3556,,138 800 $,57 м²,2,8
3557,,110 000 $,45 м²,1,5
3558,,250 000 $,55 м²,2,10
3559,,215 000 $,51 м²,1,30
3560,,100 000 $,43 м²,1,22
3561,,231 000 $,98 м²,2,5
3562,,82 500 $,52 м²,1,7
3563,,185 000 $,100 м²,3,6
3564,,67 000 $,41 м²,1,11
3565,,49 500 $,45 м²,2,1
3566,,65 000 $,47 м²,2,9
3567,,125 000 $,62 м²,2,2
3568,,121 000 $,51 м²,1,18
3569,,75 000 $,67 м²,3,9
3570,,130 000 $,63 м²,1,20
3571,,155 000 $,77 м²,2,2
3572,,110 000 $,43 м²,1,6
3573,,105 000 $,52 м²,1,22
3574,,220 000 $,86 м²,3,4
3575,,65 000 $,62 м²,3,4
3576,,200 000 $,90 м²,3,14
3577,,230 000 $,101 м²,3,3
3578,,80 000 $,48 м²,2,4
3579,,380 000 $,200 м²,4,12
3580,,220 000 $,125 м²,3,9
3581,,100 000 $,56 м²,2,3
3582,,95 000 $,47 м²,1,13
3583,,135 000 $,54 м²,2,3
3584,,76 000 $,37 м²,1,4
3585,,85 000 $,50 м²,1,20
3586,,450 000 $,98 м²,2,21
3587,,68 000 $,47 м²,2,7
3588,,80 500 $,32 м²,1,2
3589,,83 800 $,42 м²,1,7
3590,,2 099 000 $,370 м²,5,7
3591,,180 000 $,55 м²,2,1
3592,,105 000 $,46 м²,2,2
3593,,143 990 $,80 м²,2,Цокольний
3594,,219 000 $,49 м²,1,13
3595,,280 000 $,90 м²,3,5
3596,,120 000 $,59 м²,2,4
3597,,186 000 $,78 м²,2,7
3598,,80 000 $,50 м²,1,2
3599,,165 000 $,90 м²,2,12
3600,,153 000 $,73 м²,2,6
3601,,100 000 $,58 м²,2,1
3602,,111 000 $,69 м²,2,7
3603,,140 000 $,54 м²,2,20
3604,,140 000 $,54 м²,2,4
3605,,150 000 $,86 м²,2,22
3606,,112 000 $,30 м²,1,7
3607,,93 000 $,35 м²,1,15
3608,,156 000 $,87 м²,2,10
3609,,115 000 $,47 м²,1,14
3610,,115 000 $,38 м²,1,3
3611,,150 000 $,77 м²,2,15
3612,,163 600 $,102 м²,3,22
3613,,78 000 $,35 м²,1,2
3614,,110 000 $,60 м²,2,14
3615,,97 000 $,57 м²,1,9
3616,,158 500 $,76 м²,2,3
3617,,90 000 $,45 м²,1,7
3618,,185 000 $,87 м²,2,12
3619,,118 000 $,65 м²,3,2
3620,,265 000 $,115 м²,3,3
3621,,139 000 $,76 м²,2,2
3622,,186 000 $,62 м²,2,5
3623,,220 000 $,100 м²,3,16
3624,,360 000 $,120 м²,3,2
3625,,168 000 $,58 м²,2,4
3626,,350 000 $,80 м²,3,10
3627,,125 000 $,43 м²,1,21
3628,,90 000 $,53 м²,1,12
3629,,73 000 $,35 м²,1,12
3630,,135 000 $,50 м²,1,3
3631,,158 000 $,120 м²,4,14
3632,,110 000 $,50 м²,1,21
3633,,184 990 $,68 м²,3,3
3634,,160 000 $,59 м²,1,5
3635,,148 000 $,84 м²,2,9
3636,,220 000 $,110 м²,3,10
3637,,80 000 $,66 м²,2,2
3638,,45 000 $,43 м²,2,1
3639,,115 000 $,70 м²,2,14
3640,,120 000 $,55 м²,2,11
3641,,65 000 $,45 м²,2,5
3642,,85 000 $,52 м²,2,10
3643,,192 500 $,85 м²,1,23
3644,,181 500 $,85 м²,1,19
3645,,74 000 $,49 м²,1,12
3646,,66 000 $,32 м²,1,3
3647,,97 500 $,44 м²,1,21
3648,,162 000 $,125 м²,1,24
3649,,177 500 $,79 м²,1,27
3650,,127 000 $,82 м²,1,24
3651,,95 000 $,52 м²,1,29
3652,,155 000 $,73 м²,2,3
3653,,85 000 $,122 м²,4,8
3654,,270 000 $,82 м²,2,4
3655,,99 000 $,48 м²,1,12
3656,,164 000 $,78 м²,1,5
3657,,155 000 $,53 м²,1,21
3658,,150 000 $,77 м²,2,15
3659,,115 000 $,43 м²,1,13
3660,,80 000 $,40 м²,1,12
3661,,265 000 $,166 м²,5,24
3662,,130 000 $,79 м²,2,17
3663,,160 000 $,82 м²,2,4
3664,,75 000 $,62 м²,2,12
3665,,210 000 $,44 м²,2,4
3666,,106 000 $,70 м²,2,2
3667,,125 500 $,53 м²,1,34
3668,,80 000 $,50 м²,1,4
3669,,150 000 $,85 м²,2,7
3670,,43 000 $,24 м²,1,11
3671,,63 000 $,46 м²,2,2
3672,,130 000 $,76 м²,2,5
3673,,105 000 $,64 м²,3,3
3674,,181 500 $,85 м²,2,19
3675,,100 000 $,49 м²,3,5
3676,,230 000 $,86 м²,2,6
3677,,230 000 $,33 м²,2,1
3678,,2 417 000 $,227 м²,4,2
3679,,230 000 $,96 м²,3,5
3680,,189 000 $,133 м²,3,11
3681,,430 000 $,100 м²,2,15
3682,,400 000 $,172 м²,3,3
3683,,125 000 $,115 м²,2,18
3684,,248 500 $,82 м²,2,19
3685,,115 000 $,71 м²,1,15
3686,,137 000 $,85 м²,2,23
3687,,310 000 $,137 м²,3,6
3688,,265 000 $,87 м²,3,19
3689,,95 000 $,51 м²,2,4
3690,,349 900 $,138 м²,3,6
3691,,153 000 $,75 м²,2,6
3692,,110 000 $,29 м²,1,Цокольний
3693,,168 000 $,71 м²,2,2
3694,,157 000 $,91 м²,3,13
3695,,153 000 $,77 м²,2,8
3696,,155 250 $,69 м²,1,14
3697,,199 800 $,111 м²,3,22
3698,,95 000 $,51 м²,1,25
3699,,85 000 $,50 м²,1,20
3700,,175 000 $,78 м²,2,12
3701,,138 000 $,37 м²,1,1
3702,,299 000 $,82 м²,2,16
3703,,309 000 $,86 м²,2,17
3704,,220 000 $,95 м²,3,1
3705,,140 000 $,53 м²,2,2
3706,,209 900 $,102 м²,3,Цокольний
3707,,175 000 $,80 м²,2,14
3708,,125 000 $,45 м²,2,Цокольний
3709,,86 000 $,53 м²,1,27
3710,,140 000 $,88 м²,3,4
3711,,78 500 $,46 м²,2,4
3712,,168 000 $,78 м²,2,12
3713,,99 000 $,43 м²,1,20
3714,,72 000 $,40 м²,1,13
3715,,89 990 $,30 м²,1,3
3716,,140 000 $,75 м²,2,4
3717,,166 400 $,83 м²,2,9
3718,,120 000 $,51 м²,1,10
3719,,78 000 $,46 м²,2,4
3720,,110 000 $,65 м²,3,1
3721,,158 000 $,73 м²,2,10
3722,,250 000 $,122 м²,3,10
3723,,220 000 $,110 м²,3,10
3724,,800 000 $,176 м²,3,3
3725,,74 000 $,38 м²,1,20
3726,,180 000 $,47 м²,1,3
3727,,188 000 $,75 м²,1,18
3728,,180 000 $,77 м²,2,6
3729,,540 000 $,160 м²,3,1
3730,,950 000 $,190 м²,5,5
3731,,158 000 $,73 м²,1,10
3732,,189 000 $,68 м²,2,1
3733,,87 000 $,52 м²,2,21
3734,,190 000 $,55 м²,2,3
3735,,155 000 $,68 м²,2,3
3736,,330 000 $,182 м²,4,3
